index,name,point_lon,point_lat
817,Boots,-0.435344815,53.7229432
851,Lloyds Pharmacy,0.865122231,51.88063656
854,Boots,0.636380433,51.94393671
860,The Old Swan Pharmacy,-0.389712429,52.29724162
864,Boots,1.078502782,51.79945982
865,Mansfield Chemist,1.161511289,51.85770536
870,Well Pharmacy,0.636298382,51.94209137
929,Rowbotham Pharmacy,-0.012833979,53.68364318
930,Holme Pharmacy,-0.765927962,53.83685824
932,Leven Pharmacy,-0.313856552,53.89042543
934,B A Whittle Chemist,-0.167735348,53.91171882
935,Lloyds Pharmacy,-0.440172046,54.00669114
936,Spinks the Chemist,-0.435170222,53.84104543
940,Day Lewis Pharmacy,-0.16723496,53.91236739
973,Bodmin Hospital,-4.74115108,50.46753829
979,Gloucestershire Heart and Diabetes Service,-2.24929275,51.86299002
982,Wickham Market Pharmacy,1.362905336,52.15317188
1009,Hutt Pharmacy,0.872677188,51.8712698
1026,Thaxted Pharmacy,0.344554413,51.95306386
1058,Drummond Pharmacy,-0.87285195,53.6957675
1059,Coggrave Chemist,-0.876035165,53.70476805
1070,Morrisons Pharmacy,-0.44328258,53.82312101
1078,Lloyds Pharmacy,-0.874501401,53.71541054
1080,Tesco in-store Pharmacy,-0.439149215,54.00401183
1081,Boots,-0.600634329,53.76917654
1122,Day Lewis Pharmacy,-2.08313771,54.62452196
1125,Wolsingham Pharmacy Ltd,-1.883086448,54.7305099
1142,Tow Law Pharmacy,-1.814482075,54.74416495
1149,Wards of Warboys Chemists,-0.085616351,52.40324413
1150,Lloyds Pharmacy,-0.286916356,52.22257911
1153,West Bergholt Pharmacy,0.852963945,51.91282314
1154,Linton Pharmacy,0.276377355,52.09756973
1156,JW Anderson Dispensing Chemist,-0.000778549,52.38249627
1243,Lloyds Pharmacy,0.510834961,52.34322181
1250,Trent Health Pharmacy Ltd,-2.094492309,53.02290191
1251,Tean Pharmacy Ltd,-1.98705373,52.95370429
1255,Worksop Pharmacy,-2.161062679,52.99223114
1264,Meir Hay Pharmacy,-2.121283641,52.99147842
1288,Boots,0.624517021,52.44695506
1294,Boots,1.319583466,52.09341589
1299,Boots,1.109279965,52.37633902
1301,Well Pharmacy,1.108832355,52.37624288
1303,Boots,1.563272833,52.45734135
1308,Boots,-2.852291659,51.43551686
1309,Boots,-2.525842124,51.60736341
1310,Boots,-2.413480341,51.54065997
1316,Cohens Chemist,-2.739267172,51.41371505
1323,Boots,-2.833229899,51.31447056
1324,Lloyds Pharmacy,-2.914269135,51.37216962
1365,Colin Harris Ltd,-1.854852605,52.16480276
1366,Harbury Chemist,-1.455511244,52.23677402
1376,Ivybridge Health Centre,-3.920700261,50.39183497
1378,Lloyds Pharmacy,-2.976088783,51.33978526
1379,Lloyds Pharmacy,-2.524218143,51.60753611
1380,Lloyds Pharmacy,-2.819446696,51.38720437
1381,Chipping Sodbury Pharmacy,-2.394868626,51.53837735
1382,Lloyds Pharmacy,-2.928430805,51.35991913
1383,Day Lewis Pharmacy,-2.809982223,51.37013083
1387,Tesco in-store Pharmacy,-2.975223532,51.34636561
1388,Tesco in-store Pharmacy,-2.854663114,51.42845901
1398,Tesco in-store Pharmacy,-2.547897143,51.53529856
1405,Morrisons Pharmacy,-2.912983831,51.35233447
1409,Lloyds Pharmacy,-2.553111422,51.50814305
1420,Abbotswood Pharmacy,-2.424442863,51.52931853
1426,Tesco in-store Pharmacy,-2.652115177,51.20635816
1431,Department of Psychological Services,-2.927306913,54.89258438
1440,Yogi Pharmacy,0.361863826,51.87328662
1441,Ropers Pharmacy,0.362616402,51.87273284
1452,Millers Pharmacy,-2.132640463,52.97901803
1490,Lloyds Pharmacy,-3.229878423,50.9772569
1493,Boots,-2.408934428,51.05688878
1494,Well Pharmacy,-2.997685147,51.23810959
1525,Day Lewis Pharmacy,-3.31254308,51.04241299
1569,Rowlands Pharmacy,1.130522076,51.80426424
1570,Rowlands Pharmacy,1.117372545,51.78106722
1626,Boots,-1.864770519,52.8986409
1646,Boots,-2.796126591,50.88396323
1669,Boots,-2.997300313,51.23488738
1670,Superdrug Pharmacy,-3.002332808,51.12827453
1671,Boots,-2.655327041,51.2034115
1672,Boots,-3.227207331,50.97859794
1673,Boots,-2.965704706,50.87292604
1674,Boots,-2.909672766,50.92656767
1675,Victoria Community Hospital,-1.99591805,50.80219537
1676,Swanage Community Hospital,-1.961213428,50.6055098
1682,Dartmouth Clinic,-3.579580387,50.35271941
1683,Totnes Community Hospital,-3.684189001,50.43277173
1697,Leominster Community Hospital,-2.738846873,52.22329694
1699,Bromyard Community Hospital,-2.506793043,52.18631426
1700,Wye Valley Community Nursing,-3.025537157,52.20414833
1728,Lloyds Pharmacy,-1.870689443,52.21410657
1729,Henley Pharmacy,-1.779910317,52.29244892
1730,Lloyds Pharmacy,-0.18138427,52.33175704
1732,Tesco in-store Pharmacy,-1.714449185,52.20274716
1735,Boots,-1.705416255,52.19239498
1759,Tesco in-store Pharmacy,-0.18005537,52.35279333
1775,Lloyds Pharmacy,-2.974106695,51.21911898
1776,Wedmore Pharmacy,-2.809358988,51.22819331
1778,Boots,-2.646352102,51.208809
1780,Dulverton Pharmacy,-3.550718633,51.03986762
1782,Minster Pharmacy,-2.910924173,50.92653094
1789,Boots,0.824565568,52.57115232
1809,Boots,0.98446037,52.57990755
1813,East Harling Pharmacy,0.931353519,52.44059236
1816,Mattishall Pharmacy,1.033376627,52.65903462
1837,Clay Cross Community Hospital,-1.407226518,53.16793316
1918,Bishops Lydeard Pharmacy,-3.187915068,51.05760864
1923,Eye Pharmacy,1.146579876,52.32092451
1924,Boots,0.623815372,52.44849575
1927,Martlesham Pharmacy,1.272455856,52.06123153
1934,Banwell Village Pharmacy,-2.870783894,51.32856913
1942,Wrington Pharmacy,-2.762555024,51.36154727
1944,Jhoots Pharmacy,-2.575796977,51.53203584
1949,Sidmouth Hospital,-3.239655197,50.68161004
1950,Ottery St Mary Hospital,-3.291574365,50.75011335
1965,Braintree Pharmacy,0.551997694,51.87853147
1967,Mersea Road Pharmacy,0.907668245,51.86280106
1976,Lloyds Pharmacy,0.049014988,52.45573171
1978,Lloyds Pharmacy,0.051851825,52.45742237
1981,Well Pharmacy,-2.098941463,52.98997908
1983,Longton Pharmacy,-2.136962439,52.98888146
1984,Trentham Road Pharmacy,-2.134135989,52.98341836
1987,Lloyds Pharmacy,-2.019631323,53.10589808
1988,Lloyds Pharmacy,-2.144939452,53.02437918
2002,Lloyds Pharmacy,-0.073412176,52.32363359
2003,Boots,-1.923484961,54.54336708
2004,Lloyds Pharmacy,-0.110168198,52.45374765
2006,Lloyds Pharmacy,-0.107061348,52.44897755
2034,Bradwell Pharmacy,1.701402669,52.57547725
2035,Magdalen Pharmacy,1.71453879,52.5738601
2036,Well Pharmacy,1.727989411,52.64754468
2038,Boots,1.17437303,52.60073103
2039,Lloyds Pharmacy,1.361648202,52.63054488
2042,Boots,1.121649805,52.57217687
2043,Boots,1.237178114,52.56085199
2046,Superdrug Pharmacy,1.72715758,52.57815836
2049,Lloyds Pharmacy,1.017132029,52.51824072
2052,Boots,1.481549023,52.53459172
2059,Boots,1.727670388,52.60783394
2060,Well Pharmacy,1.112699425,52.57043416
2068,Boots,1.726986484,52.57835174
2072,Lloyds Pharmacy,1.017508728,52.51900451
2083,Superdrug Pharmacy,-2.996443771,53.04690954
2086,Rowlands Pharmacy,-2.989340412,53.04548558
2088,Tesco in-store Pharmacy,-2.089066594,52.97280047
2092,Well Pharmacy,-2.020766773,53.10639228
2094,Well Pharmacy,-2.02239449,53.10557398
2095,Well Pharmacy,-2.103441452,52.97738138
2099,Leominster Pharmacy,-2.740222728,52.2266265
2100,Rowlands Pharmacy,-2.9913509,53.05184237
2102,Rowlands Pharmacy,-2.984845855,53.0400483
2104,Rowlands Pharmacy,-2.996586301,53.05205212
2107,Rowlands Pharmacy,-2.995072105,53.04305556
2108,Rowlands Pharmacy,-2.984028619,53.04935017
2117,Rowlands Pharmacy,-2.971634182,53.05940338
2127,Boots,-0.503509125,53.71909735
2128,Superdrug Pharmacy,-0.430529116,53.84200236
2133,Boots,-3.002827949,51.12870192
2134,Lloyds Pharmacy,-2.947313747,50.73028567
2143,R W Wilson Pharmacy,-1.727463026,54.95461536
2152,The Green Tree Pharmacy Ltd,-2.349264452,54.4740732
2154,Dalston Pharmacy,-2.901867092,54.88144191
2156,Boots,-2.490866459,54.5775241
2157,Boots,-2.908606924,54.87569499
2163,The Brampton Pharmacy,-2.734713039,54.94200871
2164,Boots,-2.971996705,55.00812615
2185,Boots,-1.714547081,54.97703339
2265,Manor Pharmacy,-1.388027819,53.09789189
2266,Jhoots Pharmacy,-1.485108736,53.02464897
2267,Evans Pharmacy,-0.805161522,53.07503156
2269,Boots,-1.73164543,53.01713616
2278,Health Visitors Office,-0.870471578,53.74337565
2279,Boots,-1.082253838,53.03697536
2280,Boots,-1.036177791,52.98847231
2287,Centra Chemists,-0.752399501,51.63022523
2301,The Stockbridge Pharmacy,-1.494853705,51.11451421
2306,Payne Chemist,-1.573458854,53.08216942
2318,Kamsons Pharmacy,0.256434022,50.77768387
2341,Tesco in-store Pharmacy,-1.447672445,50.92387028
2359,Lloyds Pharmacy,-0.801916478,51.07641889
2365,Boots,-0.976424621,51.14858864
2389,Boots,-0.866172443,53.74649005
2396,Boots,0.031943857,53.73078031
2398,Boots,-0.198888232,53.74131343
2402,Boots,-0.666967069,53.86450209
2404,Boots,-0.778213841,53.9310229
2415,Badger Hill Pharmacy,-1.03606879,53.95365487
2423,Beecham Pharmacy,-0.786254203,54.13240472
2445,Well Pharmacy,-3.567986779,50.43597013
2447,Day Lewis Pharmacy,-3.585006358,50.43960677
2455,D A Tubb Ltd,-4.039783675,50.31365571
2456,Modbury Pharmacy,-3.886152195,50.34907585
2459,Bere Peninsula Pharmacy Ltd,-4.189961224,50.48033747
2471,South Brent Pharmacy,-3.834858905,50.426652
2503,Frosts Pharmacy,-1.355784357,52.07453402
2539,Tambers Pharmacy,-1.398574504,53.07517605
2546,Lloyds Pharmacy,-1.339095451,51.23040147
2553,Rowlands Pharmacy,-1.192053849,53.16502349
2557,Rowlands Pharmacy,-1.184703202,53.14403761
2573,Boots,-0.212880134,53.1526698
2633,Seaton Pharmacy,-1.506699731,55.03767275
2651,Boots,-1.034945062,54.04017379
2702,Boots,-3.767073936,50.23749521
2703,Well Pharmacy,-3.777394611,50.28308212
2704,Boots,-3.777067964,50.28335694
2706,Day Lewis Pharmacy,-3.782098409,50.28875732
2708,Lloyds Pharmacy,-3.58079419,50.35117396
2709,Day Lewis Pharmacy,-3.92112879,50.3892106
2710,Boots,-3.920407805,50.39156098
2711,Well Pharmacy,-4.085788769,50.49143486
2713,West Hoe Pharmacy,-4.150920857,50.36556708
2735,Boots,-0.858295417,51.108882
2736,Well Pharmacy,-1.371757401,53.08184688
2746,Boots,-0.968566699,51.74500429
2757,Boots,-1.584060786,51.65802642
2762,Boots,-0.953608247,52.9523221
2790,Mansfield Woodhouse Health Centre,-1.193090069,53.16400575
2800,Boots,-1.711650294,54.96484123
2807,Boots,-1.762395533,54.97273292
2811,Boots,-1.72438293,54.95520152
2870,Boots,0.3304304,53.15424148
2872,Boots,-0.337109255,53.38738401
2876,Boots,0.015566288,52.80384386
2877,Morrisons Pharmacy,-4.148050412,50.53710779
2878,Boots,-4.144039233,50.55072695
2879,Lincolnshire Co-operative Chemist Group,-0.116439616,53.20846751
2889,Boots,-0.377676524,52.76796164
2895,Well Pharmacy,-0.317386835,52.67547597
2896,Lloyds Pharmacy,-3.756147837,50.51580004
2897,Lloyds Pharmacy,-3.673721463,50.59212074
2898,Lloyds Pharmacy,-3.674995881,50.59379321
2900,Lloyds Pharmacy,-3.600651229,50.60508252
2908,Boots,-3.777636629,50.48140514
2910,Well Pharmacy,-3.684362524,50.43091648
2911,Boots,-3.578361102,50.35113507
2912,Boots,-3.567128296,50.43555899
2913,Boots,-3.565973711,50.41123742
2915,Lloyds Pharmacy,-4.178772849,50.37366683
2917,Superdrug Pharmacy,-4.141354947,50.3726001
2918,Boots,-4.13775795,50.3725179
2936,Whitworth Chemists Ltd,-0.655318299,53.57420426
3003,Framlingham Pharmacy,1.344196866,52.22178687
3029,Joseph Cowper Ltd,-2.751672465,54.66351119
3077,Well Pharmacy,-1.526311728,55.07296743
3082,Superdrug Pharmacy,-4.14441953,50.37163518
3083,Boots,-4.144574506,50.37164131
3084,Lincolnshire Co-operative Chemist Group,-0.384382773,53.04635617
3086,Boots,-0.174184403,53.10564549
3090,Lincolnshire Co-operative Chemist Group,-0.403945662,53.13983746
3102,Boots,0.121436977,52.78535646
3105,Boots,-2.905918217,54.37828828
3120,Thomas Bell (Chemist) Ltd,-2.962155976,54.43079815
3121,Staveley Pharmacy,-2.816894092,54.37718907
3122,Flookburgh Pharmacy,-2.972036312,54.17448233
3124,Collins & Butterworth Ltd,-2.998379762,54.37488958
3135,Wilcare Co Ltd,0.338347976,53.22367646
3149,P W & J A Hedge Ltd,-1.660799923,51.23555176
3151,Four Marks Pharmacy,-1.043312893,51.11157141
3153,Day Lewis Pharmacy,-1.921508255,50.70547156
3166,Lloyds Pharmacy,-0.769085341,51.61534013
3178,McArdle Pharmacy,1.18509657,51.08728332
3182,Tesco in-store Pharmacy,1.298539664,51.15386465
3184,Lloyds Pharmacy,-1.583926212,55.09577783
3185,Well Pharmacy,-1.548281438,55.06330717
3186,Boots,-2.017247693,54.97424825
3187,Parkside Pharmacy,-2.254453956,55.1441076
3189,Boots,-1.91149775,55.30986958
3192,Lloyds Pharmacy,-3.001264154,51.12458784
3218,Boots,-1.898306603,54.94687114
3220,Boots,-1.847764806,54.96114253
3221,Boots,-1.764743433,55.03612595
3222,Boots,-1.852121214,54.96135458
3224,Boots,-1.601528809,55.15983521
3225,Boots,-1.531575078,55.11174491
3226,Boots,-1.474115421,55.08242245
3227,Lloyds Pharmacy,-1.512051427,55.12776421
3228,Boots,-2.460091794,54.97009835
3229,Boots,-1.598674651,55.13144802
3232,Boots,-2.101224675,54.97104403
3234,Boots,-1.509253447,55.12676182
3269,Chambers Chemist,-1.680177349,54.97091819
3273,Child & Family Services,0.556211716,51.88032849
3275,Asda Pharmacy,-2.596495839,51.53069336
3280,Boots,-1.698850382,54.99310787
3281,Lloyds Pharmacy,-2.987737986,51.12647709
3283,Lloyds Pharmacy,-2.979221151,51.22734009
3290,Bardney Pharmacy,-0.326185487,53.21025809
3293,Boots,-2.527176815,54.32374914
3304,Tesco in-store Pharmacy,-4.109596872,50.43538264
3320,Windermere Community Pharmacy Ltd,-2.90574434,54.37808287
3329,Well Pharmacy,-4.024253653,50.38723697
3333,Well Pharmacy,-4.102088561,50.38436179
3335,Well Pharmacy,-4.146134607,50.39423786
3337,Well Pharmacy,-4.165515784,50.38122789
3353,Paydens Ltd,0.686295894,51.06814042
3357,Well Pharmacy,-1.038763379,52.94714126
3364,Lloyds Pharmacy,-3.504879599,50.72153121
3370,Boots,-3.659022894,50.79099653
3412,Stuart Moul Dispensing Chemist,-2.470950525,51.53102917
3419,Well Pharmacy,-2.581119709,51.4960524
3429,Boots,-2.9557907,51.32296141
3431,Boots,-2.964779161,51.33241562
3448,Boots,-2.075454998,52.1108562
3453,Rowlands Pharmacy,-1.592992804,54.2897565
3456,Parkers Pharmacy,-1.057791877,53.99785967
3471,Rowlands Pharmacy,-3.2659866,54.20955782
3475,Well Pharmacy,-2.92867567,54.88207564
3477,Well Pharmacy,-2.940326394,54.88632658
3479,Well Pharmacy,-2.951091829,54.89471725
3481,Superdrug Pharmacy,-2.935041139,54.89545116
3490,Morrisons Pharmacy,-1.452686442,55.03993118
3491,Boots,-1.439527645,55.04096766
3541,Boots,-3.515096665,50.39408573
3544,Boots,-4.052626019,50.38626193
3545,Well Pharmacy,-4.162295669,50.39609257
3547,Well Pharmacy,-4.153699802,50.37159853
3549,Boots,-4.133621343,50.38234828
3558,John Dent Chemists,-1.447633456,53.25618494
3567,Boots,-0.96220315,53.61090701
3572,Romsey Pharmacy,-1.49254279,50.98881081
3589,Bampton Pharmacy,-3.48694063,50.99074153
3594,Superdrug Pharmacy,-1.498780466,50.98906254
3600,Boots,-1.550064922,50.75771189
3609,Crediton Pharmacy,-3.658913299,50.79030561
3611,Pateley Bridge Pharmacy,-1.759425833,54.08636887
3624,Jays Pharmacy,-1.413869895,50.85318815
3626,AR Pharmacy,-1.513345261,50.91640813
3632,Living Care Pharmacy,-1.063747042,53.97726966
3637,Boots,-1.066332047,53.96489792
3640,Marsden Pharmacy,-1.65592833,54.22187339
3641,Whitworth Chemists Ltd,-1.058741312,53.95446377
3643,Beckside Pharmacy,-0.721949519,54.23555158
3645,Lloyds Pharmacy,-0.798586663,54.13516192
3647,Towlers Chemist Ltd,-0.930778567,54.2695272
3649,Pickering Pharmacy,-0.777924793,54.24581206
3681,Boots,-1.68657318,54.37958414
3691,Boots,-3.138156218,54.6007664
3701,Boots,-1.56590851,55.02171401
3706,Fairmans Chemists,-1.446087052,55.04190528
3707,Fairmans Pharmacy,-1.460878358,55.04166612
3711,Cohens Chemist,-3.13541424,54.6006933
3723,Priory Health Park,-2.654723624,51.20355605
3755,Hyde Park Pharmacy,-4.138016759,50.38562242
3764,Well Pharmacy,-4.11952955,50.392194
3765,Day Lewis Pharmacy,-4.180187413,50.38982215
3766,Milehouse Pharmacy,-4.158174159,50.38589758
3787,Merricks Pharmacy,-2.678489241,51.6400057
3806,Day Lewis Pharmacy,-1.450887731,50.89062231
3807,Forest Pharmacy,-1.564642008,50.91805922
3816,Boots,-1.382374429,50.83288061
3817,Delmergate Pharmacy,1.155164805,51.37030452
3824,Asda Pharmacy,1.09647892,51.29061243
3825,Boots,1.080618356,51.27646433
3826,Morrisons Pharmacy,1.063353099,51.27173681
3827,Eckersley Pharmacy,1.08664134,51.28411741
3828,Boots,1.339778036,51.27547947
3829,Boots,0.891167588,51.314803
3830,Superdrug Pharmacy,1.082489133,51.27771747
3832,Boots,1.024473851,51.35927716
3834,Borno Chemists Ltd,1.121121153,51.37120179
3835,Boots,1.121115362,51.37132787
3837,Boots,1.129890035,51.37185545
3839,Tyrell & Jones Pharmacy,1.031005759,51.36316292
3841,Lloyds Pharmacy,1.111730174,51.36664867
3851,Swalecliffe Pharmacy,1.066973843,51.36088597
3908,Boots,-2.277546924,54.06858263
3934,Well Pharmacy,-2.953563286,54.8912245
3984,Day Lewis Pharmacy,-4.049133912,50.39225345
3995,Boots,-2.081147379,51.06364637
3996,Boots,-1.780260552,51.17166126
3997,Boots,-2.180262242,51.20487219
4001,Boots,-2.935405385,50.72520553
4006,Well Pharmacy,-1.961195991,50.60955658
4007,Well Pharmacy,-1.958976927,50.60986158
4008,Boots,-1.957482288,50.60920457
4009,Boots,-2.195922392,51.00596904
4010,Cohens Chemist,-1.90116052,51.54370376
4012,Lloyds Pharmacy,-2.124696709,51.45344922
4013,Lloyds Pharmacy,-2.131586496,51.3671672
4014,Lloyds Pharmacy,-1.837350321,51.56772613
4015,Cohens Chemist,-1.792828975,51.59776631
4016,Well Pharmacy,-2.101254767,51.44778021
4017,Cheadles Dispensing Chemist,1.024889329,51.35712395
4019,Porter Chemist,1.079152245,51.29133056
4020,Cheadles Chemist,1.073399566,51.2825025
4021,Boots,1.276396226,51.27922214
4022,Lloyds Pharmacy,1.08512254,51.28476101
4023,Eastry Pharmacy Ltd,1.307844166,51.24472065
4024,Bridge Pharmacy,1.123263869,51.24766578
4035,Wessex Pharmacies,-1.161722402,51.09069078
4062,Lloyds Pharmacy,0.941212548,52.66635951
4064,Boots,-3.148662047,51.02651819
4071,Shaunaks Pharmacy,-2.508125994,51.52294347
4126,The Pharmacy,-2.877575426,53.0853766
4135,Peak Pharmacy,-1.355110396,53.30764137
4137,Boots,-1.20896267,53.22730561
4138,Peak Pharmacy,-1.387197726,53.18152216
4139,Peak Pharmacy,-1.356444247,53.3095596
4141,Market Place Pharmacy,-1.353511306,53.26693372
4142,Brimington Pharmacy,-1.396656047,53.25712272
4146,Peak Pharmacy,-1.397111829,53.20014403
4147,Tideswell Pharmacy,-1.774755708,53.27724916
4149,Sedgemill Pharmacy,-0.606913499,53.65251827
4151,Peak Pharmacy,-1.433685574,53.23768956
4155,Park Avenue Pharmacy Ltd,-1.054168022,54.61522403
4159,Harrops Pharmacy,-0.89017437,54.55443498
4175,Morrisons Pharmacy,-2.13034719,51.47677606
4176,Boots,-2.138269265,51.37302206
4177,Boots,-2.186103811,51.43187786
4178,Boots,-2.004972209,51.43940795
4179,Boots,-1.903528536,51.54221316
4181,Boots,-2.097744557,51.582493
4183,Morrisons Pharmacy,-1.809375023,51.59265667
4184,Lloyds Pharmacy,-1.880284356,51.5862495
4186,Lloyds Pharmacy,-1.738655656,51.56747075
4189,Boots,-1.780735336,51.59560084
4190,Box Pharmacy,-2.253919934,51.41489119
4191,Highworth Pharmacy,-1.70933753,51.63107852
4192,Home Farm Pharmacy,-1.714639088,51.63350117
4193,Mere Pharmacy,-2.268483555,51.0904609
4194,Lloyds Pharmacy,-1.771722494,51.19751482
4198,Rowlands Pharmacy,-1.800587789,51.56533534
4199,Rowlands Pharmacy,-1.795554743,51.55846627
4200,Hawthorn Pharmacy,-1.777630585,51.57625283
4201,C J McKendrick Pharmacy,-1.782917455,51.55874032
4207,Boots,-0.628445216,51.11002712
4213,Boots,-1.855875573,51.64166245
4228,Jhoots Pharmacy,-1.162424936,50.65053525
4241,Barton Pharmacy,-4.206112038,51.17237609
4244,Lloyds Pharmacy,-4.126103838,51.2037636
4247,Arnolds Pharmacy,-4.237770197,51.04006437
4251,Beer Pharmacy,-3.093583118,50.69902611
4253,Clarepharm Pharmacy,-3.402105106,50.62109622
4257,Lloyds Pharmacy,-3.487227347,50.90405673
4263,Morton's Pharmacy,-2.998575528,50.78239154
4266,Well Pharmacy,-3.278967284,50.75174699
4270,Lloyds Pharmacy,-1.37318331,50.81841466
4272,Lloyds Pharmacy,-1.490234062,50.9196008
4284,Grand Pharmacy,0.282429273,50.76044904
4286,Osbon Pharmacy,0.288227387,50.771461
4291,Boots,-1.542343415,50.75850379
4307,Boots,-0.614943215,54.48615077
4308,Boots,-0.7973521,54.13588032
4312,Boots,-1.435059565,54.33995455
4313,Boots,-1.342873447,54.23219452
4320,Boots,-1.738119062,54.40359452
4385,Stalbridge Pharmacy,-2.378512467,50.96039642
4397,Boots,-1.178295972,50.62967119
4418,Day Lewis Pharmacy,-0.64886364,53.58433408
4421,Pleasley Pharmacy,-1.240727384,53.1692269
4428,Farnsfield Pharmacy,-1.035231259,53.10442848
4431,Well Pharmacy,-1.123405302,53.30106478
4432,Kemkay Ltd,-1.527242934,50.68329045
4434,Lalys Chemist,-0.799169776,51.21302441
4435,Superdrug Pharmacy,-1.262948799,53.1251488
4441,Boots,-0.810674287,53.07643432
4444,Boots,-1.262518699,53.12495736
4447,Boots,-0.409219546,52.99776683
