index,name,point_lon,point_lat
427,Eagle Pharmacy,-0.136515631,51.40416813
428,Tooting Pharmacy,-0.164148869,51.43146522
429,Fairlight Chemist,-0.140542339,51.41073738
430,Day Lewis Pharmacy,-0.156283587,51.46530674
431,Fazal Pharmacy,-0.199474096,51.44994431
432,Bradbury Pharmacy,-0.147676877,51.4243447
433,Aura Pharmacy,-0.221288651,51.44114992
434,Chemco Pharmacy,-0.19423529,51.41973777
435,Cooper & Co (Sutton) Ltd,-0.192137677,51.3601689
436,Cospharm Pharmacy,-0.160595826,51.42106802
437,Wimbledon Pharmacy,-0.216978021,51.42525128
438,Barkers Chemist,-0.170584489,51.46842635
439,Barkers Chemist Ltd,-0.165404434,51.43028887
440,Bellevue Pharmacy,-0.166106676,51.44544337
441,Anna Pharmacy,-0.173743907,51.38441917
442,Stafford Pharmacy,-0.13918435,51.35966075
443,Superdrug Pharmacy,-0.242039445,51.3784972
444,Superdrug Pharmacy,-0.167933858,51.46271067
445,Boots,-0.238290843,51.46448138
446,Day Lewis Pharmacy,-0.190050474,51.38968199
447,Park Lane Pharmacy,-0.160983423,51.3656686
448,Pharmalite Pharmacy,-0.145108102,51.44408782
449,Kamsons Pharmacy,-0.181755471,51.40741741
450,Lloyds Pharmacy,-0.214588214,51.40311928
451,Lloyds Pharmacy,-0.173289704,51.35720208
452,Manor Pharmacy,-0.150417438,51.36214078
453,St Mary's Hospital,-1.301329937,50.71084296
454,Leicester Royal Infirmary,-1.135960753,52.62678214
455,The Barry Hospital,-3.285012394,51.41383413
456,Purley War Memorial Hospital,-0.114465525,51.34074039
457,Lyme Brook Mental Health & Resource Centre,-2.23899642,53.03870867
458,Fernwood Mental Health Resource Centre,-4.212932258,51.01502727
459,CMHT - Isle of Dogs,-0.025542652,51.4986899
460,Bramley Street Rehabilitation Unit,-2.255739711,53.49725455
461,TY Siriol CMHT Caerphilly,-3.22059414,51.57878288
462,Boots,-0.264952811,52.08618131
463,Boots,0.111478031,51.69954947
464,Boots,-0.52081894,51.88742808
465,Lloyds Pharmacy,-0.019272891,51.9466198
466,Boots,0.05552616,51.64831067
467,Boots,0.082755326,51.64694952
468,Lloyds Pharmacy,0.144320526,51.8586317
469,Boots,0.114235781,51.77570877
470,Lloyds Pharmacy,-0.081145657,51.79674847
471,Boots,0.241745199,52.02376405
472,Boots,0.677955768,51.73137923
473,Boots,-0.176465483,51.6161664
474,Boots,-0.056087388,51.62587809
475,Boots,-0.108761225,51.61823618
476,Boots,-0.124274058,51.57874313
477,Boots,0.446866841,51.52505556
478,Boots,0.323047757,51.47692805
479,Boots,0.417835195,51.62535505
480,Boots,0.282742281,51.50988355
481,Boots,0.283945417,51.48898721
482,Boots,0.606017715,51.58600098
483,Boots,0.592891285,51.52203354
484,Boots,0.520563716,51.6135709
485,Boots,0.132119212,52.20697568
486,Boots,0.14818867,52.21028994
487,Boots,0.550001313,51.87894349
488,Boots,0.900814631,51.88852124
489,Boots,0.640285861,51.80017632
490,Boots,1.280683066,51.93733153
491,Boots,-0.182586308,52.32975159
492,Boots,-0.284649686,52.59124408
493,Boots,-2.135366794,52.98833495
494,Shepway Community Mental Health Services,1.169168661,51.08602459
495,Boots,-2.227708333,53.01073864
496,Boots,-1.989278362,52.98701852
497,Boots,-2.02453064,53.10588817
498,Boots,-2.173893566,53.02653366
499,Boots,-1.740091801,52.47974927
500,Boots,-1.7722676,52.50185889
501,Boots,-1.826143046,52.41137589
502,Boots,-2.738075446,52.22683145
503,Boots,-2.422378181,52.03657603
504,Boots,-2.717041738,52.05649394
505,Boots,-2.076101766,52.56834151
506,Boots,-2.098375278,52.61299802
507,Well Pharmacy,-1.566600118,54.77876045
508,Well Pharmacy,-1.675768605,54.66413526
509,Stearns Chemist,-0.209129533,51.91265973
510,Coopers Chemist,-0.169929633,51.90868562
511,Warwick Pharmacy,-0.126488792,51.60840851
512,Pharmo Care,-0.070144432,51.59218148
513,Allcures Pharmacy,0.425307853,51.51561895
514,Unicare Pharmacy,0.447651648,51.52506526
515,Allcures Pharmacy,0.460242662,51.52603925
516,Unicare Pharmacy,0.327072222,51.47988342
517,G Whitfield Ltd,-1.383329165,54.81676306
518,G Whitfield Ltd,-1.511320004,54.84800749
519,M Whitfield Ltd,-1.502939453,54.71496294
520,Whitfield Chemist,-1.438195616,54.74971049
521,Borno Chemists,0.637199925,51.79775448
522,Borno Chemists,0.555047947,51.87992121
523,Boots,-0.19206884,51.40422003
524,Lloyds Pharmacy,-0.225033642,51.37213213
525,Lloyds Pharmacy,-0.181606429,51.41519729
526,Asda Pharmacy,-0.13021125,51.37683784
527,Griffiths Pharmacy,-0.238231673,51.39495937
528,Day Lewis Pharmacy,-0.153679598,51.47417738
529,Boots,-0.214818384,51.46427022
530,Boots,-0.194026783,51.4026945
531,Boots,-0.163449572,51.40638736
532,Boots,-0.215826874,51.46277484
533,Boots,-0.22967334,51.40969509
534,Boots,-0.204921039,51.44500102
535,Boots,-0.167337869,51.46285423
536,Boots,-0.1662122,51.42700123
537,Boots,-0.243406247,51.37957882
538,Mg Fazal Pharmacy,-1.850717734,52.48982928
539,Claremont House,-1.620196305,54.98212241
540,Dispharma Pharmacy,-1.852075545,52.48896615
541,Jhoots Pharmacy,-1.81949123,52.49343305
542,Lloyds Pharmacy,-1.82663498,52.49296186
543,Jhoots Pharmacy,-1.802898969,52.50079905
544,Jhoots Pharmacy,-1.817135081,52.50648553
545,Chemycare Pharmacy,-1.810356964,52.48442164
546,Lloyds Pharmacy,-1.794195104,52.48800773
547,Lloyds Pharmacy,-1.780590902,52.4819978
548,Dispharma Chemist,-1.861459468,52.47117915
549,Rowlands Pharmacy,0.002088522,51.39235855
550,Rowlands Pharmacy,0.087959872,51.36076023
551,Stag Chemist,-1.849343618,52.46695706
552,Hingleys Chemist,-1.84274713,52.47580362
553,Hingley Pharmacy,-1.839653712,52.47625796
554,Boots,-1.900343789,52.47909073
555,Boots,-1.894878894,52.47760806
